entry_time,exit_time,side,entry_price,exit_price,qty,stop_loss,take_profit,gross_pnl,fees,net_pnl,pnl_pct,bars_held,exit_reason
2025-09-15 16:00:00,2025-09-22 04:00:00,sell,4489.5,4192.0,0.222742,4603.6383,4261.2234,66.265745,0.966867,65.298878,6.529886,39,take_profit
2025-10-03 20:00:00,2025-10-06 12:00:00,sell,4508.1,4672.8,0.223271,4651.059,4229.9799,-36.772734,1.024914,-37.797648,-3.755251,16,stop_loss
2025-11-26 20:00:00,2025-12-01 12:00:00,sell,3026.6,2745.1,0.331312,3169.6352,2767.4634,93.264328,0.956117,92.308211,9.205516,28,take_profit
2025-12-14 00:00:00,2025-12-16 04:00:00,buy,3109.7,2910.2,0.325427,2917.4626,3494.1749,-64.922686,0.979519,-65.902205,-6.512202,13,stop_loss
2026-01-24 00:00:00,2026-01-29 16:00:00,sell,2967.9,2693.2,0.338755,3131.0018,2754.5425,93.055999,0.958863,92.097136,9.160331,34,take_profit
2026-02-03 20:00:00,2026-02-05 20:00:00,buy,2147.1,1865.1,0.424054,1907.8382,2625.6236,-119.583228,0.850695,-120.433923,-13.227428,12,stop_loss
2026-03-07 04:00:00,2026-03-13 12:00:00,buy,1977.1,2200.0,0.507085,1885.5105,2160.2789,113.029247,1.059072,111.970174,11.168451,38,take_profit
2026-04-03 08:00:00,2026-04-06 08:00:00,sell,2067.2,2156.3,0.4904,2152.1112,1897.3775,-43.69464,1.035602,-44.730242,-4.412333,18,stop_loss
2026-04-09 04:00:00,2026-04-13 20:00:00,buy,2191.7,2380.2,0.460501,2098.1376,2378.8248,86.804439,1.052682,85.751756,8.496329,28,take_profit
2026-04-24 04:00:00,2026-05-15 12:00:00,buy,2317.5,2229.7,0.439204,2232.7135,2487.073,-38.562111,0.998574,-39.560685,-3.886671,128,stop_loss
2026-05-20 00:00:00,2026-06-01 12:00:00,sell,2117.0,1965.1,0.478933,2188.909,1973.182,72.749923,0.977526,71.772397,7.078836,75,take_profit
2026-06-21 12:00:00,2026-06-23 08:00:00,buy,1734.7,1663.5,0.588619,1666.1423,1854.1359,-41.909673,1.000123,-42.909795,-4.202404,11,stop_loss
2026-07-10 04:00:00,2026-07-14 12:00:00,sell,1778.6,1882.5,0.571678,1865.9773,1603.8455,-59.397344,1.046485,-60.443829,-5.944594,26,stop_loss
2026-07-21 04:00:00,2026-07-22 20:00:00,buy,1938.4,1930.5,0.521431,1839.4814,2055.9811,-4.119305,1.008682,-5.127987,-0.507349,10,end_of_data
