entry_time,exit_time,side,entry_price,exit_price,qty,stop_loss,take_profit,gross_pnl,fees,net_pnl,pnl_pct,bars_held,exit_reason
2026-05-14 00:00:00,2026-05-14 17:00:00,sell,79815.07250000001,82291.775325,0.018784,82250.65,74265.15,-46.522386,1.522508,-48.044893,-3.204603,17,stop_loss
2026-05-19 18:00:00,2026-05-21 11:00:00,buy,76128.045,77243.70682600001,0.019619,73807.3,81416.3,21.888169,1.5045,20.383669,1.364774,41,trailing_stop
2026-05-22 21:00:00,2026-05-25 19:00:00,buy,76068.015,76638.365648,0.019674,73749.1,81352.1,11.221079,1.502173,9.718906,0.649415,70,trailing_stop
2026-06-01 06:00:00,2026-06-01 18:00:00,sell,72493.735,71582.149188,0.020644,74705.9,67452.9,18.818778,1.487151,17.331626,1.158097,12,trailing_stop
2026-06-02 04:00:00,2026-06-02 14:00:00,buy,70341.15299999999,68162.72159000002,0.021334,68196.82,75227.42,-46.474656,1.477421,-47.952077,-3.195403,10,stop_loss
2026-06-15 14:00:00,2026-06-17 15:00:00,sell,66643.6615,65566.851042,0.022387,68677.31,62009.61,24.106556,1.479898,22.626657,1.516581,49,trailing_stop
2026-06-20 09:00:00,2026-06-22 11:00:00,sell,63648.16,65623.19519999999,0.023494,65590.4,59222.4,-46.401477,1.518551,-47.920028,-3.204603,50,stop_loss
2026-06-22 11:00:00,2026-06-22 21:00:00,sell,64633.667,63745.352748,0.023025,66605.98,60139.38,20.453436,1.477963,18.975472,1.27507,10,trailing_stop
2026-07-03 13:00:00,2026-07-06 21:00:00,sell,62196.886000000006,64126.88741999999,0.023973,64094.84,57872.04,-46.267924,1.51418,-47.782104,-3.204603,80,stop_loss
2026-07-09 22:00:00,2026-07-10 11:00:00,sell,62157.9055,64086.697335,0.023872,64054.67,57835.77,-46.044119,1.506856,-47.550974,-3.204603,13,stop_loss
2026-07-12 18:00:00,2026-07-13 17:00:00,buy,64044.005999999994,62060.59418,0.023081,62091.64,68492.84,-45.779128,1.45531,-47.234438,-3.195403,23,stop_loss
2026-07-21 20:00:00,2026-07-24 13:00:00,buy,66343.155,64288.53965,0.022174,64320.7,70951.7,-45.559041,1.448314,-47.007354,-3.195403,65,stop_loss
2026-07-26 00:00:00,2026-07-28 12:00:00,sell,64516.7255,63962.029032,0.02267,66485.47,60030.57,12.574969,1.456307,11.118662,0.760201,60,trailing_stop
